name,abbreviation,url,fs_id,fs_doi,description,status,record_type,countries,year_created,funder,funder_type,maintaining_institution,maintaining_type,contact_name,contact_email,data_access_condition,data_deposition_condition,data_preservation_policy,linked_licence_name,linked_licence_url,related_standard_name,standard_relation,cross_references,object_types,subjects,tags,publications,similarity_score,_norm_name,_norm_abbreviation,_norm_domain,_is_duplicate,_match_type,_matched_to,filter_approach
Health and Medical Care Archive,HMCA,https://www.icpsr.umich.edu/web/pages/HMCA/index.html,2485,10.25504/FAIRsharing.szj2xw,"The Health and Medical Care Archive (HMCA) is the data archive of the Robert Wood Johnson Foundation (RWJF), the largest philanthropy devoted exclusively to health and health care in the United States. Operated by the Inter-university Consortium for Political and Social Research (ICPSR) at the University of Michigan with funding from RWJF, HMCA preserves and disseminates data collected by selected research projects funded by RWJF and facilitates secondary analyses of the data. The data collections in HMCA primarily includes large-scale surveys of the American public about public health, attitudes towards health reform, and access to medical care; surveys of health care professionals and organizations, public health professionals, and nurses; evaluations of innovative programs for the delivery of health care, and many other topics and populations of interest. Our goal is to build a culture of health by increasing the understanding of health and health care and the factors that contribute to health in the United States through secondary analysis of RWJF-supported data collections.",ready,repository,United States,,Robert Wood Johnson Foundation,Charitable foundation,"ICPSR, Institute for Social Research, Ann Arbor, MI, USA",Research institute,Sara Britt,hmca@icpsr.umich.edu,partially open,open,"ICPSR advances and expands social and behavioral research, acting as a global leader in data stewardship and providing rich data resources and responsive educational opportunities for present and future generations. This Digital Preservation Policy Framework supports that mission and is the highest level digital preservation policy document at ICPSR. It makes explicit ICPSR's commitment to preserving the digital assets in its collections through the development and evolution of a comprehensive digital preservation program. This policy framework aligns with the goals defined in the ICPSR Strategic Plan and contains references to other relevant ICPSR policies and procedures. The audience for the framework includes ICPSR members, staff, data depositors, funders, and the general user community.  This framework is informed by Trusted Digital Repositories: Attributes and Responsibilities (pdf), and is organized around the seven attributes of a trusted digital repository:  OAIS compliance Administrative responsibility Organizational viability Financial sustainability Technological and procedural suitability Systems security Procedural accountability.",,,,,https://www.re3data.org/repository/r3d100010257,publication; questionnaire/survey; dataset; image,Public Health; Health Science; Primary Health Care; Community Care,,,0.2079135410756243,health and medical care archive,hmca,icpsr.umich.edu,True,url,National Archive of Computerized Data on Aging,similarity
NIMH Repository and Genomics Resources,NRGR,https://www.nimhgenetics.org/,5544,10.25504/FAIRsharing.eac1a1,"The NIMH Repository and Genomics Resource (NRGR) is the largest biorepository supporting genomics in psychiatry, providing access to biomaterials (DNA, plasma, RNA, lymphoblastoid cell lines, induced pluripotent stem cells, etc.) and phenotypic data collected from nearly 200,000 well-characterized, high-quality control and patient samples from a wide-range of mental illnesses across ancestrally diverse populations. The NRGR also provides access to some genomic data sets, including some which do not have biosamples available in the repository, such as data sets generated by the Psychiatric Genomics Consortium, the CommonMind Consortium, and the PsychENCODE consoritum.",ready,repository,United States,,National Institutes of Health; National Institute of Mental Health,Government body,"Rutgers, The State University of New Jersey, USA",University,Support,help@nrgr.on.spiceworks.com,partially open,controlled,,,,,,,dataset,Clinical Studies; Genetics; Neuroscience; Social and Behavioural Science,,,0.1993789831755797,nimh repository and genomics resources,nrgr,nimhgenetics.org,True,url,National Institutes of Health - National Institute of Mental Health Repository and Genomics Resources,similarity
Swedish National Data Service ,SND,https://snd.se,2509,10.25504/FAIRsharing.pn7yxf,"Swedish National Data Service (SND) is a research data infrastructure that supports accessibility, preservation, and reuse of research data. The SND Search function makes it easy to find, use, and cite research data from a variety of scientific disciplines. SND is present throughout the Swedish research ecology, through an extensive network across closer to 40 higher education institutions and other research organisations. Together, SND and this network form a distributed system of certified research data repositories with the SND main office as a central node. The certification means that SND ensures that research data are managed, stored, and made accessible in a secure and sustainable manner, today and for the future. SND collaborates with various international stakeholders in order to advance global access to research data.",ready,repository,Sweden,,Swedish Research Council,Government body,"Karolinska Institutet, Stockholm, Sweden; Uppsala University, Sweden; Umeå University, Umeå, Sweden; Lund University,  Lund, Sweden; KTH Royal Institute of Technology, Stockholm, Sweden; Swedish National Data Service; Stockholm University, Sweden; University of Gothenburg; Swedish University of Agricultural Sciences; Chalmers University of Technology, Gothenburg, Sweden",Government body; Research institute; University,General Contact,snd@snd.se,partially open,controlled,,Creative Commons Attribution 2.5 Generic (CC BY 2.5); Creative Commons CC0 1.0 Universal (CC0 1.0) Public Domain Dedication; Creative Commons (CC) Public Domain Mark (PDM),https://creativecommons.org/licenses/by/2.5/; https://creativecommons.org/publicdomain/zero/1.0/; https://creativecommons.org/share-your-work/public-domain/pdm/,,,https://www.re3data.org/repository/r3d100010146; https://www.wikidata.org/wiki/Q10684886,multimedia; document; dataset; software source code,Life Science; Biomedical Science; Social Science; Health Science; Humanities; Social and Behavioural Science,,,0.1988266913521771,swedish national data service,snd,snd.se,True,exact_name,swedish national data service,similarity
The Cardiovascular Research Grid,CVRG,https://www.cvrgrid.org/,2012,10.25504/FAIRsharing.x80z26,"The CardioVascular Research Grid (CVRG) project is creating an infrastructure for sharing cardiovascular data and data analysis tools. CVRG tools are developed using the Software as a Service model, allowing users to access tools through their browser, thus eliminating the need to install and maintain complex software.",deprecated,repository,United States,,"National Heart, Lung and Blood Institute (NHLBI), National Institutes of Health (NIH), Bethesda, MD, USA",Government body,"Johns Hopkins University, Baltimore, MD, USA",University,Stephen Granite,sgranite@jhu.edu,open,not applicable,,,,,,https://www.re3data.org/repository/r3d100012849; https://scicrunch.org/resolver/RRID:SCR_004472,object type not found,Life Science; Biomedical Science; Health Science,,,0.1957745596925161,the cardiovascular research grid,cvrg,cvrgrid.org,True,fuzzy,cardiovascular research grid,similarity
NIA Genetics of Alzheimer's Disease Data Storage Site - NIAGADS,,https://www.niagads.org/home,5554,10.25504/FAIRsharing.de1d81,"The National Institute on Aging Genetics of Alzheimer's Disease Data Storage Site (NIAGADS) is a national genetics data repository facilitating access to genotypic and phenotypic data for Alzheimer's disease (AD) for the Alzheimer’s Disease Sequencing Project (ADSP). Data include GWAS, whole genome (WGS) and whole exome (WES), expression, RNA Seq, and CHIP Seq analyses. Phenotypic/clinical data for participants are harmonized across all study cohorts. Results are integrated and annotated in the searchable genomics database that also provides access to a variety of software packages, analytic pipelines, online resources, and web-based tools to facilitate analysis and interpretation of large-scale genomic data. Data are available as defined by the NIA Genomics of Alzheimer’s Disease Sharing Policy and the NIH Genomics Data Sharing Policy. Investigators return secondary analysis data to the database in keeping with the NIAGADS Data Distribution Agreement.",ready,knowledgebase,United States,,National Institute on Aging; National Institutes of Health,Government body,"Perelman School of Medecine, University of Pennsylvania ",University,General inquiries ; Genomics database; Li-San Wang,NIAGADS@pennmedicine.upenn.edu; genomicsdb@pennmedicine.upenn.edu; lswang@pennmedicine.upenn.edu,partially open,open,,,,,,,dataset,Computational Biology; Clinical Studies; Genetics; Neuroscience; Social and Behavioural Science,Alzheimer’s disease,10.1093/nar/gkv1188; 10.1261/rna.036806.112; 10.1093/bioinformatics/btt422; 10.1002/0471142905.hg0127s79; 10.1093/nar/gkt426; 10.1093/nar/gkt188; 10.1016/j.ymeth.2013.10.002; 10.1093/bioinformatics/btu801; 10.1371/journal.pone.0141836; 10.1186/s12859-016-1071-0,0.193531785586719,nia genetics of alzheimer's disease data storage site - niagads,,niagads.org,True,url,National Institutes of Health - National Institute on Aging - National Institute on Aging Genetics of Alzheimer's Disease Data Storage Site,similarity
National Institute of Mental Health Connectome Coordination Facility Repository,NIMH CCF,https://nda.nih.gov/ccf,3225,10.25504/FAIRsharing.CbLHss,The Connectome Coordination Facility (CCF) processes and distributes public research data for a series of neuroimaging studies that focus on connections within the human brain. These are known as Human Connectome Projects (HCP). The CCF currently supports 19 NIH-funded human connectome studies (see menus above). All data releases from CCF HCP studies are being made available on the NIMH Data Archive.,ready,repository,United States,,"National Institutes of Health (NIH), Bethesda, MD, USA",Government body,"National Institute of Mental Health (NIMH), Bethesda, MD, USA",Government body,NDA Helpdesk,ndahelp@mail.nih.gov,controlled,controlled,,NDA Data Policy,https://nda.nih.gov/about/policy.html,,,https://www.re3data.org/repository/r3d100012657,dataset; image,Life Science; Neurobiology; Biomedical Science; Neuroscience,,,0.1896293252429567,national institute of mental health connectome coordination facility repository,nimh ccf,nda.nih.gov,True,url,National Institutes of Health - National Institute of Mental Health (NIMH) Data Archive,similarity
The Consensus CDS,CCDS,http://www.ncbi.nlm.nih.gov/CCDS/,1966,10.25504/FAIRsharing.46s4nt,The Consensus CDS (CCDS) project is a collaborative effort to identify a core set of human and mouse protein coding regions that are consistently annotated and of high quality. The long term goal is to support convergence towards a standard set of gene annotations.,ready,knowledgebase,United States,,"National Human Genome Research Institute (NHGRI), Bethesda, MD, USA; The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Cambridge, UK; The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Cambridge, UK; European Commission FP7",Government body; Research institute,"Mouse Genome Informatics (MGI); HUGO Gene Nomenclature Committee (HGNC), Hinxton, Cambridgeshire, UK; The Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Cambridge, UK; National Center for Biotechnology Information (NCBI), Rockville, MD, USA; University of California, Santa Cruz, CA, USA",Government body; Research institute; Consortium; University,Kim D. Pruitt,Pruitt@ncbi.nlm.nih.gov,open,not applicable,,CCDS Attribution required; Open Data Commons Public Domain Dedication & License (PDDL) v1.0,https://www.ncbi.nlm.nih.gov/projects/CCDS/CcdsBrowse.cgi; http://opendatacommons.org/licenses/pddl/1.0/,,,,dataset,Life Science,,10.1101/gr.080531.108,0.1837722499847812,the consensus cds,ccds,ncbi.nlm.nih.gov,True,url,National Center for Biotechnology Information - GenBank,similarity
PubMed,PubMed,http://www.ncbi.nlm.nih.gov/pubmed/,1990,10.25504/FAIRsharing.a5sv8m,"PubMed is a search engine of biomedical literature, provided as a service of the U.S. National Library of Medicine and includes more than 25 million citations for biomedical literature from MEDLINE, life science journals, and online books. Citations may include links to full-text content from PubMed Central and publisher web sites.",ready,repository,United States,,"National Institutes of Health (NIH), Bethesda, MD, USA",Government body,"National Center for Biotechnology Information (NCBI), Rockville, MD, USA",Government body,General contact,info@ncbi.nlm.nih.gov,open,not applicable,,NLM Copyright Information; Open Data Commons Public Domain Dedication & License (PDDL) v1.0,https://www.nlm.nih.gov/web_policies.html#copyright; http://opendatacommons.org/licenses/pddl/1.0/,,,,publication; dataset; other object type,Environmental Science; Life Science; Traditional Medicine; Biomedical Science; Earth Science,,10.1093/nar/gkj158,0.1759706925156398,pubmed,pubmed,ncbi.nlm.nih.gov,True,url,National Center for Biotechnology Information - GenBank,similarity
NEI Data Commons,,https://neidatacommons.nei.nih.gov/,5581,10.25504/FAIRsharing.225fbd,The NEI Data Commons provides the vision research community with a central website to fine NEI supported data and resources.,ready,repository,United States,,National Institutes of Health,Government body,NEI NIH,Government body,Support,NEIODSHI@nei.nih.gov,partially open,controlled,,NEI NIH Data Management and Sharing,https://neidatacommons.nei.nih.gov/data-management-and-sharing,,,https://www.re3data.org/repository/r3d100014148,publication; dataset; protocol or workflow,Computational Biology; Clinical Studies; Neuroscience,,,0.1753107577921086,nei data commons,,neidatacommons.nei.nih.gov,True,fuzzy,nih data commons,similarity
National Cancer Institute's Genomic Data Commons,NCI GDC,https://gdc.cancer.gov/,2990,10.25504/FAIRsharing.RyVjoS,"The National Cancer Institute’s (NCI’s) Genomic Data Commons (GDC) is a data sharing The National Cancer Institute's Genomic Data Commons (GDC) was created to promote precision medicine in oncology. It supports the import and standardization of genomic and clinical data from cancer research programs. The GDC contains NCI-generated data from some of the largest and most comprehensive cancer genomic datasets, including The Cancer Genome Atlas (TCGA) and Therapeutically Applicable Research to Generate Effective Therapies (TARGET). For the first time, these datasets have been harmonized using a common set of bioinformatics pipelines, so that the data can be directly compared. As a growing knowledge system for cancer, the GDC also enables researchers to submit data, and harmonizes these data for import into the GDC.",ready,repository,United States,,,,"NCI Center for Cancer Genomics (CCG), Bethesda, MD, USA",Government body,GDC Help Desk,support@nci-gdc.datacommons.io,partially open,controlled,,,,,,https://www.re3data.org/repository/r3d100012061; https://scicrunch.org/resolver/RRID:SCR_014514,dataset,Clinical Studies; Oncology; Genomics; Data Integration,,10.1056/NEJMp1607591,0.1739727324985367,national cancer institute's genomic data commons,nci gdc,gdc.cancer.gov,True,url,National Institutes of Health - National Cancer Institute - Genomic Data Commons,similarity
 Image & Data Archive ,IDA,https://ida.loni.usc.edu/login.jsp?search=true,5592,10.25504/FAIRsharing.4e4bac,"The LONI Image Data Archive (IDA) is a user-friendly environment for archiving, searching, sharing, tracking and disseminating neuroimaging and related clinical data. The IDA is utilized for dozens of neuroimaging research projects across North America and Europe and accommodates MRI, PET, MRA, DTI and other imaging modalities.",ready,repository,United States,,National Institute of Biomedical Imaging and Bioengineering; National Institutes of Health,Government body; Research institute,"Laboratory of Neuro Imaging, University of Southern California",Lab,IDA Support,ida@loni.usc.edu,open,open,,,,,,,dataset; image,Clinical Studies; Neuroscience; Social and Behavioural Science,Neuroanatomy,,0.1641440055685553,image & data archive,ida,ida.loni.usc.edu,True,url,Laboratory of Neuro Imaging Image & Data Archive,similarity
HIV-1 Human Interaction Database,,https://www.ncbi.nlm.nih.gov/genome/viruses/retroviruses/hiv-1/interactions/,1976,10.25504/FAIRsharing.sc7fv9,"The HIV-1, human protein interaction data presented here are based on literature reports. This dataset is available in report pages per HIV-1 protein and is also integrated into Entrez Gene report pages for HIV-1 and human proteins.",ready,knowledgebase,United States,,"National Institute of Allergy and Infectious Diseases (NIAID), National Institutes of Health (NIH), Bethesda, MD, USA; National Institutes of Health (NIH), Bethesda, MD, USA",Government body,"National Center for Biotechnology Information (NCBI), Rockville, MD, USA; Southern Research Institute, USA",Government body; Research institute,General Enquiries,info@ncbi.nlm.nih.gov,open,not applicable,,HIV-1 Human Interaction Database Attribution required,https://www.ncbi.nlm.nih.gov/genome/viruses/retroviruses/hiv-1/interactions/about/,,,,dataset,Life Science; Biomedical Science,,10.1089/aid.2008.0113; 10.1093/nar/gkn708; 10.1093/nar/gku1126,0.1641219550350734,hiv-1 human interaction database,,ncbi.nlm.nih.gov,True,url,National Center for Biotechnology Information - GenBank,similarity
National Addiction & HIV Data Archive Program,NAHDAP,https://www.icpsr.umich.edu/web/pages/NAHDAP/index.html,2016,10.25504/FAIRsharing.k34tv5,"NAHDAP acquires, preserves and disseminates data relevant to drug addiction and HIV research. The scope of the data housed at NAHDAP covers a wide range of legal and illicit drugs (alcohol, tobacco, marijuana, cocaine, synthetic drugs, and others) and the trajectories, patterns, and consequences of drug use as well as related predictors and outcomes.",ready,repository,United States,,"National Institute on Drug Abuse (NIDA), Bethesda, MD, USA",Government body,"ICPSR, Institute for Social Research, Ann Arbor, MI, USA",Research institute,General Contact,nahdap@icpsr.umich.edu,partially open,open,,NAHDAP Data Sharing Policies,https://www.icpsr.umich.edu/web/pages/NAHDAP/irbs-data-sharing.html,,,https://www.re3data.org/repository/r3d100010261; https://scicrunch.org/resolver/RRID:SCR_000636,dataset,Biomedical Science; Social Science,,,0.1627197106833836,national addiction & hiv data archive program,nahdap,icpsr.umich.edu,True,url,National Archive of Computerized Data on Aging,similarity
National Archive of Computerized Data on Aging,NACDA,http://www.icpsr.umich.edu/icpsrweb/NACDA,2252,10.25504/FAIRsharing.xhzfk0,"The National Archive of Computerized Data on Aging (NACDA), located within ICPSR, is funded by the National Institute on Aging. NACDA's mission is to advance research on aging by helping researchers to profit from the under-exploited potential of a broad range of datasets. NACDA acquires and preserves data relevant to gerontological research, processing as needed to promote effective research use, disseminates them to researchers, and facilitates their use. By preserving and making available the largest library of electronic data on aging in the United States, NACDA offers opportunities for secondary analysis on major issues of scientific and policy relevance.",ready,repository,United States,,"National Institute on Aging (NIA), Bethesda, MD, USA",Government body,,,Help email,help@icpsr.umich.edu,open,controlled,Digital Preservation Policies and Planning at ICPSR,ICPSR - Restricted and unrestricted usage,https://www.icpsr.umich.edu/web/pages/ICPSR/access/restricted/index.html,,,https://www.re3data.org/repository/r3d100010259; https://scicrunch.org/resolver/RRID:SCR_005876,dataset,Life Science; Geriatric Medicine,,,0.1614768290222596,national archive of computerized data on aging,nacda,icpsr.umich.edu,True,url,National Archive of Computerized Data on Aging,similarity
NIH Genetic Testing Registry,GTR,https://www.ncbi.nlm.nih.gov/gtr/,5543,10.25504/FAIRsharing.d774bc,"GTR is a freely accessible database of orderable clinical and research genetic test descriptions and the laboratories that provide them. Scope includes molecular, biochemical and cytogenetic human genetic tests as well as serologic and molecular microbe tests. Test descriptions include the test targets and the conditions the tests are for, methodology, clinical and analytical validity, clinical utility and ordering information. The goals of GTR are to bring transparency to the testing field, support clinicians ordering tests and advance the public health and research into the genetic basis of health and disease.",ready,repository,United States,,National Institutes of Health,Government body,National Center for Biotechnology Information; National Library of Medicine,Government body,Support,tkt-tryhd@ncbi.nlm.nih.gov,open,open,,GTR Disclaimer and data use policy,https://www.ncbi.nlm.nih.gov/gtr/docs/maintenance_use/,,,,dataset,Clinical Studies; Genetics,genetic test,,0.1600925044454161,nih genetic testing registry,gtr,ncbi.nlm.nih.gov,True,url,National Center for Biotechnology Information - GenBank,similarity
Cancer Data Service,CDS,https://datacommons.cancer.gov/repository/cancer-data-service,5597,10.25504/FAIRsharing.e8e931,"The Cancer Data Service (CDS) is a data repository under the NCI's Cancer Research Data Commons (CRDC) infrastructure for storing cancer research data generated by NCI funded programs. CDS provides secure and authorized storage and data sharing capabilities in the cloud for studies that do not have a repository specific for their data type or are wait listed or not approved by that repository for storage.  CDS hosts both controlled and open access data. Permission to access controlled data on CDS is obtained through the NCBI’s dbGaP system. CDS hosts data and offers analysis capabilities through the NCI Cloud Resources. Seven Bridges Cancer Genomics Cloud, one of the NCI’s Cloud Resources, can be used to search and analyze data. Seven Bridges-CGC is established on Amazon Web Services (AWS).",ready,repository,United States,,National Institutes of Health,Government body,"National Cancer Institute, National Institutes of Health",Government body,Support,cdshelpdesk@mail.nih.gov,partially open,open,,CRDC Data Use Policy Statement,https://datacommons.cancer.gov/about#3,,,,dataset,Computational Biology; Biomedical Science,,,0.1543391050484304,cancer data service,cds,datacommons.cancer.gov,True,url,National Institutes of Health National Cancer Institute Cancer Research Data Commons,similarity
NCBI Viral Genomes Resource,NCBI Virus,https://www.ncbi.nlm.nih.gov/genome/viruses/,1984,10.25504/FAIRsharing.qt5ky7,"NCBI Virus is an integrative, value-added resource designed to support retrieval, display and analysis of a curated collection of virus sequences and large sequence datasets. We are a community portal for viral sequence data, and our goal is to increase the usability of data archived in GenBank and other NCBI repositories.

NCBI Viral Genomes Resource is a collection of virus genomic sequences that provides curated sequence data, related information and tools. It includes all complete viral genome sequences deposited in the International Nucleotide Sequence Database Collaboration (INSDC) databases, i.e. DDBJ, EMBL, and GenBank. Data are organized by viral taxonomy, and reference sequence records (RefSeqs) from one or more genome sequences for each viral species. After a RefSeq has been created for a species, other complete genomes from that same species are indexed as neighbors to the RefSeq.",ready,knowledgebase,United States,,,,"National Center for Biotechnology Information (NCBI), Rockville, MD, USA",Government body,General Enquiries,genomes@ncbi.nlm.nih.gov,open,controlled,,NCBI Viral Genomes Resource Attribution required,https://www.ncbi.nlm.nih.gov/genome/viruses/variation/publications/,,,,dataset,Virology; Genomics,,10.1128/JVI.02005-07; 10.1093/nar/gku1207; 10.1093/nar/gku1126; 10.1093/nar/gkw1065; 10.1038/nbt.4306; 10.1371/journal.pone.0202513; 10.3390/v9040070; 10.1038/nrmicro.2016.177; 10.7287/peerj.preprints.3428v1,0.1538393982797904,ncbi viral genomes resource,ncbi virus,ncbi.nlm.nih.gov,True,url,National Center for Biotechnology Information - GenBank,similarity
PROFILES Registry,,https://www.dataarchive.profilesregistry.nl/,6769,10.25504/FAIRsharing.261f17,The PROFILES registry aims to provide a national resource for research into the psychosocial well-being of cancer survivors in conjunction with the Netherlands Cancer Registry and its clinical embedding that builds on high quality cancer registry data. ,ready,repository,Netherlands,,,,Profiles ,Consortium,Nicole Horevoorts,N.Horevoorts@iknl.nl,open,not applicable,,,,,,https://www.re3data.org/repository/r3d100012168,dataset,Medical Psychology,,10.1016/j.ejca.2011.04.034,0.1494928274380414,profiles registry,,dataarchive.profilesregistry.nl,True,fuzzy,profiles registy,similarity
NIAAA Data Archive,,https://nda.nih.gov/niaaa/,5559,10.25504/FAIRsharing.956b24,"The National Institute on Alcohol Abuse and Alcoholism Data Archive (NIAAA-DA) is a data repository that houses and shares hundreds of alcohol-related, human subjects study data generated by NIAAA-funded research. NIAAA-DA is housed within the NIMH Data Archive (NDA) which provides infrastructure for sharing research data, tools, methods, and analyses enabling collaborative science and discovery. De-identified human subjects data, harmonized to a common standard, are available to qualified researchers.  Summary data is available to all.",ready,repository,United States,,National Institutes of Health,Government body,National Institute on Alcohol Abuse and Alcoholism,Government body,Support,NDAHelp@mail.nih.gov,partially open,controlled,,,,,,,dataset,Clinical Studies; Neuroscience; Social and Behavioural Science,,,0.1483536993626081,niaaa data archive,,nda.nih.gov,True,url,National Institutes of Health - National Institute of Mental Health (NIMH) Data Archive,similarity
UniSave,,https://www.ebi.ac.uk/uniprot/unisave/app/#/,6880,10.25504/FAIRsharing.ad267f,"UniSave is the UniProtKB Sequence/Annotation Version Archive and provide a repository containing every version of every Swiss-Prot/TrEMBL entry in the UniProt Knowledge Base (UniProtKB). This is achieved by archiving, every release, the entry versions within the current release.",ready,repository,European Union,,,,European Molecular Biology Laboratory,Research institute,Rolf Apweiler,apweiler@ebi.ac.uk,open,not applicable,,,,,,https://www.re3data.org/repository/r3d100011244; https://scicrunch.org/resolver/SCR_004946,dataset,Life Science,,10.1093/bioinformatics/btl105,0.144524343590921,unisave,,ebi.ac.uk,True,url,European Molecular Biology Laboratory-European Bioinformatics Institute Electron Microscopy Data Bank,similarity
NIDDK Central Repository,NIDDK,https://repository.niddk.nih.gov/home/,2200,10.25504/FAIRsharing.pr47jw,"The NIDDK Central Repository stores biosamples, genetic and other data collected in designated NIDDK-funded clinical studies. The purpose of the NIDDK Central Repository is to expand the usefulness of these studies by allowing a wider research community to access data and materials beyond the end of the study.",ready,repository,United States,,"National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK), Bethesda, MD, USA",Government body,,,NIDDK-CR support,NIDDK-CRsupport@niddk.nih.gov,partially open,controlled,,NIDDK Disclaimers; NIDDK Copyright,https://www.niddk.nih.gov/disclaimers; https://www.niddk.nih.gov/copyright,,,https://www.re3data.org/repository/r3d100010377; https://scicrunch.org/resolver/RRID:SCR_006542,dataset,Preclinical Studies; Biomedical Science; Genetics,,10.1093/database/bar043,0.1436978300775411,niddk central repository,niddk,repository.niddk.nih.gov,True,url,National Institutes of Health National Institute of Diabetes and Digestive and Kidney Diseases Central Repository,similarity
Electron Microscopy Data Bank,EMDB,https://www.ebi.ac.uk/emdb/,2126,10.25504/FAIRsharing.651n9j,"Cryo-electron microscopy reconstruction methods are uniquely able to reveal structures of many important macromolecules and macromolecular complexes. The Electron Microscopy Data Bank (EMDB) is a public repository for electron microscopy density maps of macromolecular complexes and subcellular structures. It covers a variety of techniques, including single-particle analysis, electron tomography, and electron (2D) crystallography. The EMDB was founded at EBI in 2002, under the leadership of Kim Henrick. Since 2007 it has been operated jointly by the PDBe, and the Research Collaboratory for Structural Bioinformatics (RCSB PDB) as a part of EMDataBank which is funded by a joint NIH grant to PDBe, the RCSB and the National Center for Macromolecular Imaging (NCMI).",ready,repository,Austria; Belgium; Croatia; Czech Republic; Denmark; Finland; France; Germany; Greece; Hungary; Iceland; Ireland; Israel; Italy; Lithuania; Luxembourg; Malta; Montenegro; Netherlands; Norway; Portugal; Slovakia; Spain; Sweden; Switzerland; United Kingdom; United States,,National Institutes of Health,Government body,"Research Collaboratory for Structural Bioinformatics; European Bioinformatics Institute, Wellcome Genome Campus; PDBe Team, European Bioinformatics Institute",Research institute; Consortium,Ardan Patwardhan,help@emdatabank.org,open,open,,Creative Commons CC0 1.0 Universal (CC0 1.0) Public Domain Dedication; EMBL-EBI Terms of Use,https://creativecommons.org/publicdomain/zero/1.0/; http://www.ebi.ac.uk/about/terms-of-use,,,https://www.re3data.org/repository/r3d100010562; https://scicrunch.org/resolver/RRID:SCR_006506,dataset; image; model,Virology; Epidemiology; Digital Image Processing; Structural Biology,,10.1093/nar/gkq880; 10.1016/S0968-0004(02)02176-X; 10.1093/nar/gkv1126,0.1426431524035972,electron microscopy data bank,emdb,ebi.ac.uk,True,url,European Molecular Biology Laboratory-European Bioinformatics Institute Electron Microscopy Data Bank,similarity
The Protein Database,Protein,http://www.ncbi.nlm.nih.gov/protein,1982,10.25504/FAIRsharing.rtndct,"The Protein database is a collection of sequences from several sources, including translations from annotated coding regions in GenBank, RefSeq and TPA, as well as records from UniProt/SwissProt, PIR, PRF, and PDB. Protein sequences are the fundamental determinants of biological structure and function.",ready,knowledgebase,United States,,,,National Center for Biotechnology Information,Government body,General Enquiries,info@ncbi.nlm.nih.gov,open,controlled,,NLM Copyright Information,https://www.nlm.nih.gov/web_policies.html#copyright,,,https://www.re3data.org/repository/r3d100010776; https://scicrunch.org/resolver/RRID:SCR_003257,dataset,Translational Medicine; Biology,,23193264; 10.1093/nar/gkv1290,0.1424315194691103,the protein database,protein,ncbi.nlm.nih.gov,True,url,National Center for Biotechnology Information - GenBank,similarity
The German Human Genome-Phenome Archive ,GHGA,https://data.ghga.de/,6353,10.25504/FAIRsharing.e2df6a,"The German Human Genome-Phenome Archive (GHGA) is a dedicated repository for storing and sharing diverse genomic and phenotypic data from a wide range of scientific studies, including clinical trials, population research, routine healthcare, and biomedical investigations usually coming from research institutions in Germany. By connecting with international initiatives such as the European Genome-phenome Archive (EGA) and the European Genomic Data Infrastructure (GDI), GHGA ensures that data is FAIRly stored, accessible, and interoperable across the globe.

GHGA has set up a trusted, long-term repository, with plans to preserve data at every stage, from raw sequencing files to processed data and research results. Developed in phases, GHGA will continually add features that support secondary research, including secure processing environments, data statistics, and data analysis tools. In this way, GHGA provides a secure and evolving resource for researchers, accelerating scientific discoveries and the development of innovative healthcare solutions.

Recognizing the sensitivity of human omics data, GHGA ensures strict data protection through robust security systems that maintain patient privacy and comply with ethical standards. Access to restricted datasets is not managed by GHGA, but by relevant Data Access Committees (DACs) appointed by the respective data controllers. DACs oversee requests based on established ethical and legal guidelines, while complying with the data subject’s consent. GHGA functions as an intermediate - who facilitates access for authorized users, such as researchers and healthcare professionals, ensuring that only those with proper clearance can access controlled data.",ready,repository,Germany,,,,,,GHGA Support,contact@ghga.de,controlled,controlled,GHGA Data Protection Policy,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,,https://www.re3data.org/repository/r3d100014563,dataset,Phenomics; Biomedical Science; Biology; Oncology; Genomics,Metadata standardization,10.1038/s41588-025-02101-9,0.1418640509403393,the german human genome-phenome archive,ghga,data.ghga.de,True,fuzzy,german human genome-phenome archive,similarity
