name,abbreviation,url,fs_id,fs_doi,description,status,record_type,countries,year_created,funder,funder_type,maintaining_institution,maintaining_type,contact_name,contact_email,data_access_condition,data_deposition_condition,data_preservation_policy,linked_licence_name,linked_licence_url,related_standard_name,standard_relation,cross_references,object_types,subjects,tags,publications,similarity_score
NCBI Viral Genomes Resource,NCBI Virus,https://www.ncbi.nlm.nih.gov/genome/viruses/,1984,10.25504/FAIRsharing.qt5ky7,"NCBI Virus is an integrative, value-added resource designed to support retrieval, display and analysis of a curated collection of virus sequences and large sequence datasets. We are a community portal for viral sequence data, and our goal is to increase the usability of data archived in GenBank and other NCBI repositories.

NCBI Viral Genomes Resource is a collection of virus genomic sequences that provides curated sequence data, related information and tools. It includes all complete viral genome sequences deposited in the International Nucleotide Sequence Database Collaboration (INSDC) databases, i.e. DDBJ, EMBL, and GenBank. Data are organized by viral taxonomy, and reference sequence records (RefSeqs) from one or more genome sequences for each viral species. After a RefSeq has been created for a species, other complete genomes from that same species are indexed as neighbors to the RefSeq.",ready,knowledgebase,United States,,,,"National Center for Biotechnology Information (NCBI), Rockville, MD, USA",Government body,General Enquiries,genomes@ncbi.nlm.nih.gov,open,controlled,,NCBI Viral Genomes Resource Attribution required,https://www.ncbi.nlm.nih.gov/genome/viruses/variation/publications/,,,,dataset,Virology; Genomics,,10.1128/JVI.02005-07; 10.1093/nar/gku1207; 10.1093/nar/gku1126; 10.1093/nar/gkw1065; 10.1038/nbt.4306; 10.1371/journal.pone.0202513; 10.3390/v9040070; 10.1038/nrmicro.2016.177; 10.7287/peerj.preprints.3428v1,0.15383939827979043
Human Gene and Protein Database,HGPD,http://hgpd.lifesciencedb.jp/cgi/,1592,10.25504/FAIRsharing.2by003,Human Gene and Protein Database (HGPD) presents SDS-PAGE patterns and other informations of human genes and proteins.,ready,repository,Japan,,"Japan Biological Informatics Consortium (JBIC), Tokyo, Japan",Undefined,"National Institute of Advanced Industrial Science and Technology, Tokyo, Japan; Biomedical Informatics Laboratory, Department of Molecular Life Science, Division of Basic Medical Science and Molecular Medicine, Tokai University School of Medicine, Tokyo, Japan",Research institute; University,HGDP Helpmail,HGPD@m.aist.go.jp,open,not applicable,,,,,,,dataset; image,Life Science,,doi:10.1038/nmeth.1273; 10.1093/nar/gkn872; 10.1093/nar/gkr1188,0.15362657648311012
BIOchemical PathwaY DataBase,BIOPYDB,http://biopydb.ncl.res.in/biopydb/index.php,2829,10.25504/FAIRsharing.ANR6qz,"BIOPYDB is a manually-curated database of human cell specific biochemical pathway data. The information within BIOPYDB is primarily extracted from published scientific literature and a selection of databases. The reconstructed pathways contain information about proteins, protein complexes, inorganic molecules, mutated and onco-proteins of signalling, disease and immunological pathways. Every molecule and interaction listed in the database contains at least one reference in a peer reviewed journal.",deprecated,repository,India,,"Council of Scientific and Industrial Research (CSIR), New Delhi, India; Council of Scientific and Industrial Research (CSIR), New Delhi, India; SERB, Ministry of Science and Technology, Government of India",Government body,"Chemical Engineering and Processing Development (CEPD), CSIR-National Chemical Laboratory, Pune, India",Research institute,Ram Rup Sarkar,rr.sarkar@ncl.res.in,not found,not found,,,,,,,object type not found,Life Science; Biochemistry; Proteomics,,10.1515/jib-2017-0072,0.15297957757833822
BioXpress,BioXpress,https://hive.biochemistry.gwu.edu/tools/bioxpress/,2238,10.25504/FAIRsharing.8bva0r,BioXpress is a curated gene expression and disease association database where the expression levels are mapped to genes.,deprecated,knowledgebase,United States,,"Early Detection Research Network (EDRN), National Cancer Institute (NCI), USA",Undefined,"George Washington University, DC, USA",University,Quan Wan,wanquan@gwmail.gwu.edu,not found,not found,,GNU General Public License (GPL) 3.0,https://www.gnu.org/licenses/gpl.html,,,,object type not found,Life Science; Biomedical Science; Genetics,,10.1093/database/bav019,0.15295647514885297
Biological Expression Language Commons,BEL Commons,https://bel-commons.scai.fraunhofer.de/,5422,10.25504/FAIRsharing.55e4bd,"BEL Commons is an environment for curating, validating, and exploring knowledge assemblies encoded in Biological Expression Language (BEL) to support elucidating disease-specific, mechanistic insight.",deprecated,knowledgebase,Germany,,"Innovative Medicines Initiative, Europe",Consortium,"Fraunhofer Institute for Algorithms and Scientific Computing SCAI, Sankt Augustin, Germany",Research institute,Charles Tapley Hoyt,charles.hoyt@scai.fraunhofer.de,open,not applicable,,Creative Commons Attribution 3.0 Unported (CC BY 3.0),https://creativecommons.org/licenses/by/3.0/,,,,dataset; image; model; terminology artifact,Biology,,10.1093/database/bay126,0.1529357785431364
DataverseNL ,DataverseNL,https://dataverse.nl/,2560,10.25504/FAIRsharing.denvnv,"DataverseNL provides online storage, sharing and registration of research data, during the research period and after its completion. DataverseNL is a shared service provided by participating institutions and DANS. DataverseNL uses the Dataverse software developed by Harvard University, which is used worldwide.",ready,repository,Netherlands,,,,Data Archiving and Networked Services,Research institute,DataverseNL Helpdesk,info@dataverse.nl,controlled,controlled,,Creative Commons Attribution 4.0 International (CC BY 4.0); Creative Commons Attribution-NoDerivatives 4.0 International (CC BY-ND 4.0); Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0); Creative Commons CC0 1.0 Universal (CC0 1.0) Public Domain Dedication; DataverseNL General terms of Use,https://creativecommons.org/licenses/by/4.0/; https://creativecommons.org/licenses/by-nd/4.0/; https://creativecommons.org/licenses/by-nc-nd/4.0/; https://creativecommons.org/publicdomain/zero/1.0/; https://dans.knaw.nl/nl/juridische-informatie/,,,https://www.re3data.org/repository/r3d100011201,dataset,Environmental Science; Life Science; Biomedical Science; Social Science; Humanities; Earth Science; Humanities and Social Science; Subject Agnostic,,,0.1526215686332846
Human Mitochondrial Database,HmtDB,http://www.hmtdb.uniba.it,1594,10.25504/FAIRsharing.m90ne8,"HmtDB is an open resource created to support population genetics and mitochondrial disease studies. The database hosts human mitochondrial genome sequences annotated with population and variability data, the latter being estimated through the application of the SiteVar/MitVarProt programs, based on site-specific nucleotide and aminoacid variability calculations. The annotations are manually curated thus adding value to the quality of the information provided to the end-user.",deprecated,knowledgebase,Italy,,,,"University of Bari, Bari, Italy",Undefined,Marcella Attimonelli,marcella.attimonelli@uniba.it,not found,not found,,,,,,,object type not found,Biomedical Science,,10.1186/1471-2105-6-S4-S4; 10.1093/nar/gkw1066,0.15163633375410554
Human Protein Reference Database,HPRD,http://www.hprd.org/,1930,10.25504/FAIRsharing.y2qws7,"The Human Protein Reference Database represents a centralized platform to visually depict and integrate information pertaining to domain architecture, post-translational modifications, interaction networks and disease association for each protein in the human proteome.",deprecated,knowledgebase,India; United States,,,,"Institute of Bioinformatics, Bangalore, India",Research institute,Akhilesh Pandey,pandey.akhilesh@mayo.edu,not found,not found,,,,,,https://www.re3data.org/repository/r3d100010978; https://scicrunch.org/resolver/RRID:SCR_007027,object type not found,Proteomics,,10.1093/nar/gkn892,0.15092805309161908
DR-NTU (Data),,https://researchdata.ntu.edu.sg/,4526,10.25504/FAIRsharing.08f055,"DR-NTU (Data) is an institutional research data repository of Nanyang Technological University (NTU), Singapore. 
The repository has a mission to curate, store, preserve, make available and enable the download of digital data generated by the NTU research community in various disciplines. The repository develops and provides guidance for managing, sharing, and reusing research data to promote responsible data sharing in support of open science and research integrity.",ready,repository,Singapore,,,,Nanyang Technological University,University,Institutional Repository (OIKLS),spi@ntu.edu.sg,partially open,controlled,,Creative Commons Attribution-NonCommercial 4.0 International (CC BY-NC 4.0); DR-NTU (Data) User Guides and Policies: General Terms of Use; NTU Privacy Statement,https://creativecommons.org/licenses/by-nc/4.0/; https://libguides.ntu.edu.sg/drntudataguidespolicies/TermsOfUse; https://www.ntu.edu.sg/footer/ntu-privacy-statement,,,https://www.re3data.org/repository/r3d100012440; https://commons.datacite.org/repositories/4ygc74n,multimedia; document; dataset; image,Environmental Science; Life Science; Computer Science; Physics; Chemistry; Engineering Science; Database Management; Medicine; Earth Science; Humanities and Social Science,institutional repository,10.5281/zenodo.8091464,0.14987846123478069
PROFILES Registry,,https://www.dataarchive.profilesregistry.nl/,6769,10.25504/FAIRsharing.261f17,The PROFILES registry aims to provide a national resource for research into the psychosocial well-being of cancer survivors in conjunction with the Netherlands Cancer Registry and its clinical embedding that builds on high quality cancer registry data. ,ready,repository,Netherlands,,,,Profiles ,Consortium,Nicole Horevoorts,N.Horevoorts@iknl.nl,open,not applicable,,,,,,https://www.re3data.org/repository/r3d100012168,dataset,Medical Psychology,,10.1016/j.ejca.2011.04.034,0.1494928274380414
DistiLD Database: Diseases and Traits in Linkage Disequilibrium Blocks,DistiLD,http://distild.jensenlab.org,1571,10.25504/FAIRsharing.c1q6jd,The DistiLD database aims to increase the usage of existing genome-wide association studies (GWAS) results by making it easy to query and visualize disease-associated SNPs and genes in their chromosomal context.,deprecated,knowledgebase,Denmark,,"Novo Nordisk Foundation Center for Protein Research (CPR), Denmark",Research institute,"Disease Systems Biology Group, Novo Nordisk Foundation Center for Protein Research, University of Copenhagen, Copenhagen, Denmark",Undefined,Support email,distild@jensenlab.org,not found,not found,,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 United States (CC BY-NC-ND 3.0 US),https://creativecommons.org/licenses/by-nc-nd/3.0/us/,,,,object type not found,Life Science,,10.1093/nar/gkr899,0.14907926801740887
wiki-pain,wiki-pain,http://wiki-pain.org/vhosts/wikipaints/mediawiki-1.19.1/index.php/Main_Page,1728,10.25504/FAIRsharing.ncr75x,"wiki-pain.org is a wiki containing molecular interactions that are relevant to pain. Each molecular interaction is shown in relation to pain, disease, mutations, anatomy and a summary of its mentions throughout the literature is provided.",deprecated,repository,United Kingdom,,"Biotechnology and Biological Sciences Research Council (BBSRC), UK",Government body,"University of Manchester, UK",University,Daniel Jamieson,dan.jamieson@manchester.ac.uk,not found,not found,,,,,,,object type not found,Life Science; Biomedical Science,,10.1093/database/bat033,0.149034505550809
Global Unique Device Identification Database,GUDID,https://accessgudid.nlm.nih.gov/,2274,10.25504/FAIRsharing.ennep4,"The Global Unique Device Identification Database (GUDID - pronounced ""Good ID"") is a database administered by the FDA as part of the UDI system. The GUDID contains device identification information submitted by device companies to the FDA. The GUDID contains ONLY the Device Identifier (DI), which serves as the primary key to obtain information in the database. Production Identifiers (PI) are not submitted to or stored in the GUDID, but GUDID data indicates which PIs are on the device label. Many data elements in the GUDID correspond to information on the medical device label. The figure below shows a fictitious medical device label and identifies the GUDID data elements that appear on the label. Please refer to the FDA UDI website for more information about GUDID data elements.",ready,repository,United States,,United States Food and Drug Administration (FDA),Government body,United States Food and Drug Administration (FDA),Government body,,,open,controlled,,,,,,,dataset,Preclinical Studies; Biomedical Science,,10.1016/j.ahj.2014.07.001,0.1486966779318017
NIAAA Data Archive,,https://nda.nih.gov/niaaa/,5559,10.25504/FAIRsharing.956b24,"The National Institute on Alcohol Abuse and Alcoholism Data Archive (NIAAA-DA) is a data repository that houses and shares hundreds of alcohol-related, human subjects study data generated by NIAAA-funded research. NIAAA-DA is housed within the NIMH Data Archive (NDA) which provides infrastructure for sharing research data, tools, methods, and analyses enabling collaborative science and discovery. De-identified human subjects data, harmonized to a common standard, are available to qualified researchers.  Summary data is available to all.",ready,repository,United States,,National Institutes of Health,Government body,National Institute on Alcohol Abuse and Alcoholism,Government body,Support,NDAHelp@mail.nih.gov,partially open,controlled,,,,,,,dataset,Clinical Studies; Neuroscience; Social and Behavioural Science,,,0.14835369936260817
Proteoform Atlas,,http://repository.topdownproteomics.org/,6908,10.25504/FAIRsharing.6afe72,"The Proteoform Atlas is a community-driven database that gathers experimentally observed proteoforms, which are distinct molecular forms of proteins created by genetic variation, splicing, or chemical modifications. It allows researchers to explore proteoform diversity across organisms and upload their own validated datasets. The project aims to standardize identifiers, encourage data sharing, and advance understanding of protein complexity in biology and disease.",ready,knowledgebase_and_repository,France; Germany; United States,,,,Consortium for Top-Down Proteomics (CTDP),Consortium,Neil Kelleher,n-kelleher@northwestern.edu,open,open,,,,,,https://www.re3data.org/repository/r3d100012069,dataset,Life Science,,10.1093/nar/gkab1086; 10.1126/science.aaz5284,0.14825433973060256
CESSDA Vocabulary Service,CESSDA VS,https://vocabularies.cessda.eu/#!discover,1329,10.25504/FAIRsharing.5c7cec,"CESSDA Vocabulary Service enables users to discover, browse, and download controlled vocabularies in a variety of languages. The service is provided by the Consortium of European Social Science Data Archives (CESSDA). The majority of the source (English) vocabularies included in the service have been created by the DDI Alliance. The Data Documentation Initiative (DDI) is an international standard for describing data produced by surveys and other observational methods in the social, behavioural, economic, and health sciences.",ready,repository,Norway,,,,Consortium of European Social Science Data Archives,Consortium,General contact,cessda@cessda.eu,open,controlled,,CESSDA Acceptable Use Policy and Conditions of Use; Creative Commons Attribution 4.0 International (CC BY 4.0),https://www.cessda.eu/Acceptable-Use-Policy; https://creativecommons.org/licenses/by/4.0/,,,,terminology artifact,Economics; Public Health; Social Science; Social and Behavioural Science,,,0.1478557493951607
idUS : Depósito de Investigación de la Universidad de Sevilla,idUS,https://idus.us.es,4622,10.25504/FAIRsharing.5247f7,"idUS is the digital archive that gives access to full text of the scientific production of the University of Seville and their datasets. Its objective is to gather, preserve and disseminate the documents and data resulting from the scientific activity of the University, making the documents and data visible, accessible, recoverable, usable and preservable for any user.",ready,repository,Spain,,University of Seville,University,,,idUS; Juan Antonio Barrera,idus@us.es; jabarrera@us.es,open,controlled,Preservation policy (in Spanish),Creative Commons Attribution 4.0 International (CC BY 4.0); idUS Policies,https://creativecommons.org/licenses/by/4.0/; https://idus.us.es/policy,,,https://doi.org/10.17616/R31NJNEG,document; publication; dataset,Life Science; Engineering Science; Social Science; Health Science; Humanities; Jurisprudence,institutional repository,,0.14778921101646458
BCCM/ITM Mycobacteria Collection,BCCM/ITM,http://bccm.belspo.be/about-us/bccm-itm,2394,10.25504/FAIRsharing.5ckyx7,"BCCM/ITM harbours one the largest and most diverse collections of well-documented mycobacteria worldwide, including the TDR TB-Strain bank. BCCM/ITM is hosted by and sharing its research interests with the Mycobacteriology Unit at the Institute of Tropcial Medicine in Antwerp, dedicated in research to combat tuberculosis, Buruli ulcer and other mycobacterial diseases.",ready,repository,Belgium,,"Belgian Science Policy Office (Belspo), Belgium",Government body,"Institute of Tropcial Medicine (ITM), Antwerp, Belgium",Government body,BCCM/ITM,BCCM.ITM@itg.be,open,open,,BCCM Material Transfer Agreement (MTA) 1.4; BCCM website legal notice,http://bccm.belspo.be/services/mta; http://bccm.belspo.be/legal/disclaimer,,,https://www.re3data.org/repository/r3d100013777,dataset,Life Science; Biodiversity; Tropical Medicine; Infectious Disease Medicine,Drug resistance; Lineages; Mutants,,0.14770531945135962
NF Data Portal,,https://nf.synapse.org,6899,10.25504/FAIRsharing.332c45,"The NF Data Portal is a public repository that shares and stores data from collaborative research on neurofibromatosis and related schwannomatoses. It contains molecular data, clinical data, imaging assays, and other experimental data, along with tools, metadata, publications, and biological resources (cell lines, mouse models, plasmids).",ready,repository,United States,,,,Sage Bionetworks,Research institute,General Contact,nf-osi@sagebionetworks.com,open,open,,,,,,https://www.re3data.org/repository/r3d100013571; https://scicrunch.org/resolver/SCR_021683,object type agnostic,Molecular biology; Neurobiology; Clinical Studies,,,0.14710461980548253
SugarBind,SugarBind,http://sugarbind.expasy.org/,2397,10.25504/FAIRsharing.d064y6,"The SugarBind Database (SugarBindDB) was created in 2002 as part of an effort by the MITRE Corporation (http://www.mitre.org) to develop a pathogen-capture technology based on the binding of viral, bacterial and biotoxin lectins to specific glycans (aka, sugars, carbohydrates) displayed on glycoprotein films. The database content results from compiling publicly available information. In 2010, the 2008 version of the database was migrated from MITRE Corporation to the SIB Swiss Institute of Bioinformatics in Geneva, Switzerland. From then, substantial changes in the database design and usage were undertaken and previous content was significantly extended.",ready,knowledgebase,Switzerland,,"Swiss National Science Foundation (SNSF),  Switzerland; National eResearch Collaboration Tools and Resources project (NeCTAR), Victoria, Australia; European Commission FP7",Government body; Undefined,"Swiss Institute of Bioinformatics (SIB), Switzerland",Research institute,Frederique Lisacek,frederique.lisacek@isb-sib.ch,open,not applicable,,Creative Commons Attribution-NonCommercial-NoDerivs 3.0 United States (CC BY-NC-ND 3.0 US),https://creativecommons.org/licenses/by-nc-nd/3.0/us/,,,,dataset; image,Biomedical Science; Glycomics,,10.1007/978-4-431-56454-6_13; 10.1093/nar/gkv1247,0.1470995145147635
University of Arizona Research Data Repository,ReDATA,https://redata.arizona.edu,3262,10.25504/FAIRsharing.Q0Ytmr,ReDATA is the University of Arizona's data repository. Most datasets are publicly available however new submissions are open to university affiliates only.,ready,repository,United States,,,,"University of Arizona, United States",University,Administrator,redata@arizona.edu,open,controlled,Bit-level preservation for a minimum of 10 years,University of Arizona Terms and Conditions,https://data.library.arizona.edu/data-management/services/research-data-repository-redata#terms,,,https://www.re3data.org/repository/r3d100013343,object type agnostic,Environmental Science; Life Science; Computer Science; Physics; Culture; Engineering Science; Social Science; Health Science; Earth Science; Astronomy and Astrophysics; Subject Agnostic,institutional repository; Open Science,10.7191/jeslib.2021.1205,0.14701447526445519
Human siRNA database,HuSiDa,http://itb.biologie.hu-berlin.de/~nebulus/sirna/index.htm,1819,10.25504/FAIRsharing.p2brza,"HuSiDa is a public database that serves as a depository for both, sequences of published functional siRNA molecules targeting human genes and important technical details of the corresponding gene silencing experiments. It aims at supporting the setup and actual procedure of specific RNAi experiments in human cells.",deprecated,repository,Germany,,"Deutsche Forschungsgemeinschaft (DFG); Bundesministerium fur Bildung und Forschung (BMBF), Germany",Government body,"Charite - University Medicine Berlin, Berlin, Germany",University,Matthias Truss,Matthias.Truss@Charite.de,not found,not found,,,,,,,object type not found,Life Science,,10.1093/nar/gki131,0.14651308489212092
Ersilia Model Hub,,https://www.ersilia.io/model-hub,7230,10.25504/FAIRsharing.1c9a2a,"The Ersilia Model Hub is a unified open‑source platform offering pretrained AI/ML models for drug discovery in infectious and neglected diseases. You can run models online (no coding needed) or download them for local inference. It also enables contributions of models from literature or new custom models, promoting open access and reuse. As part of Ersilia’s mission, it empowers research in low‑resource settings by making AI/ML tools more accessible.",ready,repository,Spain,,,,Ersilia,Charitable foundation,Gemma Turon; Miquel Duran-Frigola,gemma@ersilia.io; miquel@ersilia.io,partially open,open,,Creative Commons Attribution 4.0 International (CC BY 4.0),https://creativecommons.org/licenses/by/4.0/,,,,dataset; model,Drug Discovery; Artificial Intelligence; Health Science,Open Science,,0.14626872356683945
Neuro Open Biobank,,https://www.mcgill.ca/neuro/research/open-biobank,7898,,"The Neuro Open Biobank is a large open-science repository that combines biological samples with clinical, imaging, and genetic data from people with neurological conditions and healthy volunteers. It functions as both a patient registry and a research database, making de-identified data and specimens available to researchers worldwide to advance understanding of diseases like ALS, Parkinson’s, MS, autism and others.",ready,repository,Canada,,,,Montreal Neurological Institute-Hospital; McGill University,Research institute; University,Jason Karamchandani,jason.karamchandani@mcgill.ca,partially open,open,,,,,,https://www.re3data.org/repository/r3d100014069,dataset; physical object/material,Computational Biology; Clinical Studies; Genetics; Neurology; Neuroscience,,,0.14612292514239056
The German epigenome programme,DEEP,https://deep.dkfz.de/#/home,6176,10.25504/FAIRsharing.5d4868,"The German epigenome programme ‘DEEP’ (2012 – 2017) is an interdisciplinary research network. DEEP will contribute innovative epigenome research data to IHEC, the ‘International Human Epigenome Consortium’ by generating and interpreting up to 80 reference epigenomes of selected human cells and tissues. DEEP focuses on the analysis of cells connected to complex diseases with high socio-economic impact: metabolic diseases such as steatosis and adipositas as well as inflammatory diseases of the joints and the intestine. DEEPs goal is to generate high end data for comprehensive biomedical interpretation of healthy and diseased cells. With this DEEP will contribute to discover new functional epigenetic links useful for clinical diagnosis, therapy and health risk prevention. All data generated will be made publically available and will be integrated into a sustainable world wide data structure comprised by the IHEC initiative.",deprecated,repository,Germany,,,,DEEP ,Consortium,Coordination: Jörn Walter; Management: Vera Schneider,j.walter@mx.uni-saarland.de; v.schneider@eurice.eu,partially open,not applicable,,,,,,,dataset,Functional Genomics; Biomedical Science; Epigenetics,,,0.14590413711501343
HypoxiaDB,HypoxiaDB,http://www.hypoxiadb.com/,2632,10.25504/FAIRsharing.91f87d,HypoxiaDB is a manually-curated non-redundant catalogue of human hypoxia-regulated proteins with a goal of collecting proteins whose expression patterns are altered in hypoxic conditions.,deprecated,knowledgebase,India,,,,,,Pankaj Khurana,pkhurana08@gmail.com,not found,not found,,,,,,,object type not found,Life Science; Biomedical Science,,10.1093/database/bat074,0.14544560636858372
Type 1 Diabetes Database,T1DBase,http://t1dbase.org/,2074,10.25504/FAIRsharing.9s300d,T1DBase focuses on two research areas in type 1 diabetes (T1D): the genetics of T1D susceptibility and beta cell biology.,deprecated,knowledgebase,United Kingdom,,,,Type 1 Diabetes Genetics Consortium,Undefined,John Todd,john.todd@cimr.cam.ac.uk,not found,not found,,Open Data Commons Public Domain Dedication & License (PDDL) v1.0,http://opendatacommons.org/licenses/pddl/1.0/,,,,object type not found,Biomedical Science; Genetics,,10.1093/nar/gkq912; 10.1093/nar/gki095; 10.1093/nar/gkl933,0.14526087090144157
Pancreatic Expression database,PED,http://www.pancreasexpression.org/,2634,,"The Pancreatic Expression Database (PED) is a repository for pancreatic-derived -omics data. With a generic web-based system, the database provides the research community with an open access tool to mine currently available pancreatic cancer experimental data sets generated by using large-scale transcriptomic, genomic, proteomic, miRNA and methylomic platforms. The website also provides users with the opportunity to include their own published dataset in the database.",deprecated,knowledgebase,United Kingdom,,Breast Cancer Campaign; Pancreatic Cancer Research Fund; Cancer Research UK,Charitable foundation,"Barts Cancer Institute, London, UK",Research institute,Claude Chelala,c.chelala@qmul.ac.uk,not found,not found,,,,,,,object type not found,Life Science; Transcriptomics; Biomedical Science; Proteomics; Genomics,,10.1093/nar/gkq937; 10.1186/1471-2164-8-439; 10.1093/nar/gkt959; 10.1093/nar/gkx955,0.14468378813129396
INDEPTH Data Repository,,https://www.indepth-ishare.org/index.php/home,6608,,"The International Network for the Demographic Evaluation of Populations and Their Health (INDEPTH) is a global network of research centres that conduct longitudinal health and demographic evaluation of populations in low- and middle-income countries (LMICs). INDEPTH aims to strengthen global capacity for Health and Demographic Surveillance Systems (HDSSs), and to mount multi-site research to guide health priorities and policies in LMICs, based on up-to-date scientific evidence. Note by FAIRsharing 27.01.26 : the website is very slow, but data are accessible.",ready,knowledgebase,Ghana,,Wellcome; Swedish International Development Cooperation Agency; International Development Research Centre (IDRC); Bill and Melinda Gates Foundation; Hewlett Foundation,Government body; Charitable foundation,INDEPTH Data Repository,Consortium,iSHARE2 Helpdesk,data_manager@kemhrcvadu.org,open,not found,,,,,,https://www.re3data.org/repository/r3d100011392,dataset,Demographics; Global Health,,,0.14458327318206352
UniSave,,https://www.ebi.ac.uk/uniprot/unisave/app/#/,6880,10.25504/FAIRsharing.ad267f,"UniSave is the UniProtKB Sequence/Annotation Version Archive and provide a repository containing every version of every Swiss-Prot/TrEMBL entry in the UniProt Knowledge Base (UniProtKB). This is achieved by archiving, every release, the entry versions within the current release.",ready,repository,European Union,,,,European Molecular Biology Laboratory,Research institute,Rolf Apweiler,apweiler@ebi.ac.uk,open,not applicable,,,,,,https://www.re3data.org/repository/r3d100011244; https://scicrunch.org/resolver/SCR_004946,dataset,Life Science,,10.1093/bioinformatics/btl105,0.144524343590921
ILOSTAT,,https://ilostat.ilo.org/,6894,10.25504/FAIRsharing.612d65,"The ILO Department of Statistics is the focal point to the United Nations on labour statistics. We develop international standards for better measurement of labour issues and enhanced international comparability; provide relevant, timely and comparable labour statistics; and help Member States develop and improve their labour statistics.",ready,repository,Worldwide,,,,International Labour Organization,"Government body, Charitable foundation",General Contact ILO,ilo@ilo.org,open,not applicable,,,,,,https://www.re3data.org/repository/r3d100013044,dataset,Humanities and Social Science; Social and Behavioural Science,,,0.14443955494005406
Melanoma Molecular Map Project,MMMP,http://www.mmmp.org/MMMP/,1953,10.25504/FAIRsharing.xxtmjs,A collection of molecular interaction maps and pathways involved in cancer development and progression with a focus on melanoma.,deprecated,repository,United States,,"Intergruppo Melanoma Italiano (IMI), Genova, Italy; Piccoli Punti, Italia",Charitable foundation,,,Simone Mocellin,simone.mocellin@unipd.it,not found,not found,,Open Data Commons Public Domain Dedication & License (PDDL) v1.0,http://opendatacommons.org/licenses/pddl/1.0/,,,https://www.re3data.org/repository/r3d100010276,object type not found,Biomedical Science,,10.1097/CMR.0b013e328300c50b,0.14428871603774943
NIH Human Microbiome Project,HMP,http://hmpdacc.org/,2255,10.25504/FAIRsharing.q04phv,"The NIH Common Fund Human Microbiome Project (HMP) was established in 2008, with the mission of generating resources that would enable the comprehensive characterization of the human microbiome and analysis of its role in human health and disease. The HMP has characterized the microbial communities found at several different sites on the human body: nasal passages, oral cavity, skin, gastrointestinal tract, and urogenital tract.",ready,knowledgebase,United States,,"National Library of Medicine (NLM), Bethesda, MD, USA; NIH Common Fund","Government body; Government body, Research institute","Baylor College of Medicine (BCM), Texas, USA; NIH Data Analysis and Coordination Center (DACC); Human Microbiome Project, Broad Institute, Cambridge, MA, USA; J. Craig Venter Institute (JCVI), La Jolla, CA, USA; Washington University in St. Louis School of Medicine",Research institute; University; Undefined,,,open,not applicable,,NIH HMP Web Policies and Notices,http://hmpdacc.org/policy.php,,,,dataset,Biomedical Science,,10.1038/nature11234; 10.1038/nature11209; 10.1038/s41586-019-1238-8,0.1442476063838746
Cell Signaling Technology Pathway Database,CST,https://www.cellsignal.com/,1800,10.25504/FAIRsharing.n8pxvx,A small pathway portal for showcasing Cell Signaling Technology phospho-antibody products. Contains pathway diagrams that are clickable and link to more information about each protein and the commercial products that are available for that protein.,ready,repository,United States,,"Cell Signaling Technology (CST), Danvers, MA, USA",Company,,,General Enquiries,webmaster@cellsignal.com,not found,controlled,,NIH Web Policies and Notices,https://www.nih.gov/web-policies-notices,,,,dataset; image; physical object/material,Life Science; Biomedical Science,,,0.14398121932143826
NIDDK Central Repository,NIDDK,https://repository.niddk.nih.gov/home/,2200,10.25504/FAIRsharing.pr47jw,"The NIDDK Central Repository stores biosamples, genetic and other data collected in designated NIDDK-funded clinical studies. The purpose of the NIDDK Central Repository is to expand the usefulness of these studies by allowing a wider research community to access data and materials beyond the end of the study.",ready,repository,United States,,"National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK), Bethesda, MD, USA",Government body,,,NIDDK-CR support,NIDDK-CRsupport@niddk.nih.gov,partially open,controlled,,NIDDK Disclaimers; NIDDK Copyright,https://www.niddk.nih.gov/disclaimers; https://www.niddk.nih.gov/copyright,,,https://www.re3data.org/repository/r3d100010377; https://scicrunch.org/resolver/RRID:SCR_006542,dataset,Preclinical Studies; Biomedical Science; Genetics,,10.1093/database/bar043,0.14369783007754114
QUADRatlas,,https://rg4db.cibio.unitn.it/,4416,10.25504/FAIRsharing.6a8f6f,"QUADRatlas is a database of experimentally-derived and computationally predicted RNA G-quadruplex (RG4s) in the human transcriptome, enriched with biological function and disease associations. QUADRatlas includes known interactions of RG4s with RNA-binding proteins (RBPs), complemented with an extensive RBP binding sites dataset. Users can thus intersect RG4s with their potential regulators and effectors, enabling the formulation of novel hypotheses on RG4 regulation, function and pathogenicity. To support this capability, we provide analysis tools for predicting whether an RBP can bind RG4s, RG4 enrichment in a gene set, and de novo RG4 prediction. Genome-browser and table views allow exploring, filtering, and downloading the data quickly for individual genes and in batch. ",ready,knowledgebase,France; Italy,,,,"Department CIBIO, University of Trento",University,Erik Dassi,erik.dassi@unitn.it,open,not applicable,,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0),https://creativecommons.org/licenses/by-nc-sa/4.0/,,,https://ngdc.cncb.ac.cn/databasecommons/database/id/8163,dataset,Molecular biology; Computational Biology; Transcriptomics; Omics; Biology; Bioinformatics; Cell Biology; Genomics,rna g-quadruplex; rg4,10.1093/nar/gkac782,0.14334522530299895
